ID,study,layer2,SOC,rrSOC,varSOC,depth2,SOC2,pH4,pH3
432,46,0-10,10.44083527,,,5,moderate,acid,6.4
433,46,0-10,10.44083527,,,5,moderate,acid,6.4
434,46,0-10,10.44083527,,,5,moderate,acid,6.4
435,46,0-10,10.44083527,,,5,moderate,acid,6.4
436,47,0-10,3.03,0.102947969,0.00221569,2.5,low,neutral,7.398
437,47,0-10,3.03,0.023810649,0.001128365,2.5,low,neutral,7.398
438,48,0-10,3.12,-0.056027831,0.000544095,2.5,low,acid,7.518
439,48,0-10,3.12,-0.009661911,0.004037678,2.5,low,acid,7.518
440,33,0-10,8.99071926,0.129211731,0.004364336,7.5,low,acid,6.6
441,33,0-10,8.99071926,0.055880458,0.004364336,7.5,low,acid,6.6
442,49,0-10,21.96037123,,,10,high,neutral,6.564
443,49,0-10,21.96037123,,,10,high,neutral,6.564
444,49,0-10,21.96037123,,,10,high,neutral,6.564
445,49,0-10,21.96037123,,,10,high,neutral,6.564
446,49,0-10,21.96037123,,,10,high,neutral,6.564
447,11,0-10,19,,,5,high,neutral,8.16
448,11,0-10,19,,,5,high,neutral,8.16
449,50,0-10,24.5,,,3.75,high,neutral,6.658
450,50,0-10,24.5,,,3.75,high,neutral,6.658
451,50,0-10,24.5,,,3.75,high,neutral,6.658
452,50,0-10,24.5,,,3.75,high,neutral,6.658
453,50,0-10,24.5,,,3.75,high,neutral,6.658
454,50,0-10,24.5,,,3.75,high,neutral,6.658
455,50,0-10,24.5,,,3.75,high,neutral,6.658
456,50,0-10,24.5,,,3.75,high,neutral,6.658
457,50,0-10,24.5,,,3.75,high,neutral,6.658
458,50,0-10,24.5,,,3.75,high,neutral,6.658
459,51,0-10,17.02,,,5,moderate,acid,6.45
460,51,0-10,17.02,,,5,moderate,acid,6.45
461,51,0-10,17.02,,,5,moderate,acid,6.45
462,51,0-10,17.02,,,5,moderate,acid,6.45
463,52,0-10,12.53948956,0.164720361,0.003273252,2.5,moderate,acid,6.98
464,52,0-10,12.53948956,0.152969345,0.003273252,2.5,moderate,acid,6.98
465,52,0-10,12.53948956,0.129044759,0.003273252,2.5,moderate,acid,6.98
466,52,0-10,12.53948956,0.019100172,0.003273252,2.5,moderate,acid,6.98
467,52,0-10,10.80524362,0.142873287,0.003273252,10,moderate,alkaline,6.886
468,52,0-10,10.80524362,0.127969881,0.003273252,10,moderate,acid,6.886
469,52,0-10,10.80524362,0.118920046,0.003273252,10,moderate,acid,6.886
470,52,0-10,10.80524362,0.066030582,0.003273252,10,moderate,acid,6.886
471,52,10-30,9.316689868,0.116921338,0.003273252,22.5,moderate,acid,7.26
472,52,10-30,9.316689868,0.092487312,0.003273252,22.5,moderate,acid,7.26
473,52,10-30,9.316689868,-0.080688911,0.003273252,22.5,moderate,alkaline,7.26
474,52,10-30,9.316689868,-0.080688911,0.003273252,22.5,moderate,alkaline,7.26
475,35,0-10,14.6,,,10,moderate,alkaline,6.5
476,35,0-10,14.6,,,10,moderate,alkaline,6.5
477,35,0-10,14.6,,,10,moderate,alkaline,6.5
478,35,0-10,14.6,,,10,moderate,alkaline,6.5
479,35,0-10,14.6,,,10,moderate,alkaline,6.5
480,35,0-10,14.6,,,10,moderate,alkaline,6.5
481,35,0-10,14.6,,,10,moderate,alkaline,6.5
482,35,0-10,14.6,,,10,moderate,alkaline,6.5
483,35,0-10,14.6,,,10,moderate,alkaline,6.5
484,35,0-10,14.6,,,10,moderate,alkaline,6.5
485,35,0-10,14.6,,,10,moderate,neutral,6.5
486,35,0-10,14.6,,,10,moderate,neutral,6.5
487,54,0-10,10,0.075507553,0.003725236,2.5,moderate,neutral,8.3
488,54,10-30,10,0.069679921,0.002435821,17.5,moderate,neutral,8.3
489,54,30-60,10,0.022223137,0.003068354,40,moderate,neutral,8.3
490,54,0-10,10,0.128617378,0.002054113,2.5,moderate,neutral,8.3
491,54,10-30,10,-0.020000667,0.00180054,17.5,moderate,neutral,8.3
492,54,30-60,10,-0.022728251,0.002325281,40,moderate,neutral,8.3
493,55,0-10,7.22,,,10,low,acid,6.95
494,55,0-10,7.22,,,10,low,acid,6.95
495,55,0-10,7.22,,,10,low,acid,6.95
496,55,0-10,7.22,,,10,low,acid,6.95
497,55,0-10,7.22,,,10,low,acid,6.95
498,55,0-10,7.22,,,10,low,acid,6.95
499,56,0-10,14.62658933,,,7.5,moderate,neutral,6.57
500,56,0-10,14.62658933,,,7.5,moderate,neutral,6.57
501,56,0-10,14.62658933,,,7.5,moderate,neutral,6.57
502,56,0-10,14.62658933,,,7.5,moderate,neutral,6.57
503,56,0-10,14.62658933,,,7.5,moderate,neutral,6.57
504,56,0-10,14.62658933,,,7.5,moderate,neutral,6.57
505,56,0-10,14.62658933,,,7.5,moderate,neutral,6.57
506,56,0-10,14.62658933,,,7.5,moderate,neutral,6.57
507,56,0-10,14.62658933,,,7.5,moderate,neutral,6.57
508,57,0-10,49,,,10,high,neutral,6.414
509,57,0-10,49,,,10,high,acid,6.414
510,57,0-10,49,,,10,high,acid,6.414
511,57,0-10,49,,,10,high,acid,6.414
512,58,0-10,13.9,,,10,moderate,neutral,6.642
513,58,0-10,13.9,,,10,moderate,neutral,6.642
514,58,0-10,13.9,,,10,moderate,neutral,6.642
515,58,0-10,13.9,,,10,moderate,neutral,6.642
516,59,0-10,21.4,,,10,high,acid,6.718
517,59,0-10,21.4,,,10,high,acid,6.718
518,59,0-10,21.4,,,10,high,acid,6.718
519,59,0-10,21.4,,,10,high,acid,6.718
520,60,0-10,20.8,,,10,high,acid,6.858
521,60,0-10,20.8,,,10,high,acid,6.858
522,60,0-10,20.8,,,10,high,acid,6.858
523,60,0-10,20.8,,,10,high,acid,6.858
524,23,0-10,19.4499536,,,5,high,acid,5
525,23,0-10,19.4499536,,,5,high,acid,5
526,23,0-10,19.4499536,,,5,high,acid,5
527,23,10-30,16.862,,,15,moderate,neutral,4.6
528,23,10-30,16.862,,,15,moderate,neutral,4.6
529,23,10-30,16.862,,,15,moderate,neutral,4.6
530,61,0-10,16.18565094,,,10,moderate,neutral,6.516
531,61,0-10,16.18565094,,,10,moderate,neutral,6.516
532,61,0-10,16.18565094,,,10,moderate,neutral,6.516
533,61,0-10,16.18565094,,,10,moderate,neutral,6.516
534,61,0-10,16.18565094,0.096228032,0.002068871,10,moderate,neutral,6.516
535,61,0-10,16.18565094,0.077708984,0.002104159,10,moderate,neutral,6.516
536,61,0-10,16.18565094,0.071458964,0.002116366,10,moderate,alkaline,6.516
537,61,0-10,16.18565094,0.123379021,0.002019442,10,moderate,alkaline,6.516
538,61,0-10,16.18565094,0.042145621,0.001031084,10,moderate,alkaline,6.516
539,61,0-10,16.18565094,0.106684143,0.000971285,10,moderate,alkaline,6.516
540,61,0-10,16.18565094,0.082586591,0.000992715,10,moderate,alkaline,6.516
541,61,0-10,16.18565094,0.070316498,0.00100403,10,moderate,alkaline,6.516
542,35,0-10,9,0.16532398,0.004364336,10,low,acid,6.9
543,35,0-10,9,0.238751449,0.004364336,10,low,acid,6.9
544,35,0-10,9,0.298855373,0.004364336,10,low,acid,6.9
545,35,0-10,9,0.386560953,0.004364336,10,low,acid,6.9
546,35,10-30,7.1,0.028170877,0.004364336,30,low,neutral,7
547,35,10-30,7.1,0.055569851,0.004364336,30,low,neutral,7
548,35,10-30,7.1,0.055569851,0.004364336,30,low,neutral,7
549,35,10-30,7.1,0.055569851,0.004364336,30,low,neutral,7
550,35,0-10,9,0.19549202,0.004364336,10,low,neutral,6.9
551,35,0-10,9,0.276253377,0.004364336,10,low,neutral,6.9
552,35,0-10,9,0.334847541,0.004364336,10,low,neutral,6.9
553,35,0-10,9,0.478490243,0.004364336,10,low,neutral,6.9
554,35,10-30,7.1,0.041964199,0.004364336,30,low,neutral,7
555,35,10-30,7.1,0.068992871,0.004364336,30,low,alkaline,7
556,35,10-30,7.1,0.068992871,0.004364336,30,low,alkaline,7
557,35,10-30,7.1,0.068992871,0.004364336,30,low,alkaline,7
558,62,10-30,10.2,,,15,moderate,alkaline,8.1
559,62,10-30,10.2,,,15,moderate,alkaline,8.1
560,63,0-10,31.9025522,,,10,high,alkaline,6.7
561,63,0-10,31.9025522,,,10,high,alkaline,6.7
562,64,10-30,7.859470998,0.312872321,0.005566094,15,low,alkaline,8.366
563,65,10-30,5.272129932,0.066090112,0.00488944,15,low,alkaline,8.252
564,66,10-30,5.081103378,0.186877373,0.011043897,15,low,alkaline,8.374
565,67,0-10,10.92111369,,,10,moderate,neutral,6.55
566,67,0-10,10.92111369,,,10,moderate,neutral,6.55
567,67,0-10,10.92111369,,,10,moderate,neutral,6.55
568,67,0-10,10.92111369,,,10,moderate,neutral,6.55
569,67,0-10,10.92111369,,,10,moderate,acid,6.55
570,67,0-10,10.92111369,,,10,moderate,acid,6.55
571,67,0-10,10.92111369,,,10,moderate,acid,6.55
572,67,0-10,10.92111369,,,10,moderate,acid,6.55
573,67,0-10,10.92111369,,,10,moderate,alkaline,6.55
574,67,0-10,10.92111369,,,10,moderate,alkaline,6.55
575,67,0-10,10.92111369,,,10,moderate,acid,6.55
576,67,0-10,10.92111369,,,10,moderate,acid,6.55
577,67,0-10,10.92111369,,,10,moderate,neutral,6.55
578,67,0-10,10.92111369,,,10,moderate,neutral,6.55
579,67,0-10,10.92111369,,,10,moderate,neutral,6.55
580,67,0-10,10.92111369,,,10,moderate,neutral,6.55
581,67,0-10,10.92111369,,,10,moderate,neutral,6.55
582,67,0-10,10.92111369,,,10,moderate,neutral,6.55
583,67,0-10,10.92111369,,,10,moderate,neutral,6.55
584,67,0-10,10.92111369,,,10,moderate,acid,6.55
585,67,0-10,10.92111369,,,10,moderate,acid,6.55
586,67,0-10,10.92111369,,,10,moderate,acid,6.55
587,67,0-10,10.92111369,,,10,moderate,acid,6.55
588,67,0-10,10.92111369,,,10,moderate,acid,6.55
589,68,0-10,9.28074246,0.250913225,0.003273252,2.5,low,alkaline,7.67
590,68,0-10,9.28074246,0.078349564,0.003273252,10,low,alkaline,7.784
591,69,0-10,8.768538284,,,7.5,low,alkaline,6.294
592,69,0-10,8.768538284,,,7.5,low,alkaline,6.294
593,69,0-10,8.768538284,,,7.5,low,alkaline,6.294
594,69,0-10,8.768538284,0.016694879,0.002182168,7.5,low,alkaline,6.294
595,69,0-10,8.768538284,0.00793655,0.002182168,7.5,low,alkaline,6.294
596,69,0-10,8.768538284,0.110665568,0.002182168,7.5,low,alkaline,6.294
597,69,0-10,8.768538284,,,7.5,low,alkaline,6.294
598,69,0-10,8.768538284,,,7.5,low,alkaline,6.294
599,69,0-10,8.768538284,,,7.5,low,alkaline,6.294
600,69,0-10,8.768538284,,,7.5,low,alkaline,6.294
601,69,0-10,8.768538284,,,7.5,low,alkaline,6.294
602,69,0-10,8.768538284,,,7.5,low,alkaline,6.294
603,69,0-10,8.768538284,0.06227693,0.002182168,7.5,low,alkaline,6.294
604,69,0-10,8.768538284,0.185998032,0.002182168,7.5,low,alkaline,6.294
605,69,0-10,8.768538284,0.039891329,0.002182168,7.5,low,alkaline,6.294
606,69,0-10,8.768538284,,,7.5,low,alkaline,6.294
607,69,0-10,8.768538284,,,7.5,low,alkaline,6.294
608,69,0-10,8.768538284,,,7.5,low,alkaline,6.294
609,69,0-10,8.768538284,-0.028170877,0.002182168,7.5,low,alkaline,6.294
610,69,0-10,8.768538284,0.146860247,0.002182168,7.5,low,alkaline,6.294
611,69,0-10,8.768538284,-0.017493157,0.002182168,7.5,low,alkaline,6.294
612,69,30-60,8.00612065,0.105919019,0.002182168,45,low,alkaline,6.61
613,69,30-60,8.00612065,0.06701071,0.002182168,45,low,neutral,6.61
614,69,30-60,8.00612065,-0.035809453,0.002182168,45,low,neutral,6.61
615,69,30-60,8.00612065,0.086568016,0.002182168,45,low,neutral,6.61
616,69,30-60,8.00612065,0.063421826,0.002182168,45,low,neutral,6.61
617,69,30-60,8.00612065,0.043722811,0.002182168,45,low,neutral,6.61
618,69,30-60,8.00612065,0.043802623,0.002182168,45,low,neutral,6.61
619,69,30-60,8.00612065,-0.059316577,0.002182168,45,low,acid,6.61
620,69,30-60,8.00612065,0.026111144,0.002182168,45,low,acid,6.61
621,70,0-10,21.73911833,0.061452779,0.004364336,10,high,alkaline,6.5
622,70,0-10,21.73911833,0.075637414,0.004364336,10,high,acid,6.5
623,70,0-10,21.73911833,0.078893942,0.004364336,10,high,acid,6.5
624,70,0-10,21.73911833,0.064538521,0.004364336,10,high,acid,6.5
625,70,0-10,21.73911833,0.074107972,0.004364336,10,high,acid,6.5
626,70,0-10,21.73911833,0.070451661,0.004364336,10,high,acid,6.5
627,70,0-10,21.73911833,0.067593291,0.004364336,10,high,neutral,6.5
628,70,0-10,21.73911833,0.033225648,0.004364336,10,high,neutral,6.5
629,70,0-10,21.73911833,0.053704179,0.004364336,10,high,neutral,6.5
630,70,0-10,21.73911833,0.073611817,0.004364336,10,high,neutral,6.5
631,71,0-10,16.25491879,,,10,moderate,acid,6.76
632,71,0-10,16.25491879,,,10,moderate,neutral,6.76
633,72,0-10,1.8,,,7.5,low,neutral,8.4
634,72,0-10,1.8,,,7.5,low,neutral,8.4
635,72,0-10,1.8,,,7.5,low,neutral,8.4
636,72,0-10,1.8,,,7.5,low,neutral,8.4
637,72,0-10,1.8,,,7.5,low,neutral,8.4
638,72,0-10,1.8,,,7.5,low,neutral,8.4
639,73,0-10,11.33,,,10,moderate,neutral,4.52
640,73,0-10,11.33,,,10,moderate,neutral,4.52
641,73,0-10,11.33,,,10,moderate,neutral,4.52
642,73,0-10,11.33,,,10,moderate,acid,4.52
643,73,0-10,11.33,,,10,moderate,acid,4.52
644,73,0-10,11.33,,,10,moderate,acid,4.52
645,73,0-10,11.33,,,10,moderate,acid,4.52
646,73,0-10,11.33,,,10,moderate,neutral,4.52
647,74,0-10,8.792027282,,,10,low,neutral,7.422
648,74,0-10,8.792027282,,,10,low,neutral,7.422
649,75,0-10,17.40139211,,,10,high,acid,6.918
650,75,0-10,17.40139211,,,10,high,acid,6.918
651,75,0-10,17.40139211,,,10,high,acid,6.918
652,76,0-10,21.49724156,,,7.5,high,neutral,5.8
653,76,0-10,21.49724156,,,7.5,high,neutral,5.8
654,76,0-10,21.49724156,,,7.5,high,neutral,5.8
655,76,0-10,21.49724156,,,7.5,high,neutral,5.8
656,76,0-10,21.49724156,,,7.5,high,neutral,5.8
657,76,0-10,21.49724156,,,7.5,high,alkaline,5.8
658,38,0-10,11.19489559,,,5,moderate,neutral,6.44
659,38,0-10,11.02088167,,,5,moderate,neutral,6.32
660,38,0-10,12.6450116,,,5,moderate,neutral,6.23
661,77,0-10,10.49883991,,,5,moderate,acid,6.556
662,77,0-10,9.51276102,,,5,moderate,acid,6.52
663,77,0-10,12.99303944,,,5,moderate,acid,6.416
664,78,0-10,14.50116009,,,7.5,moderate,acid,6.7
665,78,0-10,14.50116009,,,7.5,moderate,neutral,6.7
666,78,0-10,14.50116009,,,7.5,moderate,neutral,6.7
667,78,0-10,14.50116009,,,7.5,moderate,neutral,6.7
668,79,0-10,10.55684455,-0.02974197,0.003273252,2.5,moderate,neutral,8.2
669,79,0-10,10.55684455,0.09431068,0.003273252,2.5,moderate,acid,8.2
670,79,0-10,10.55684455,0.023077947,0.003273252,7.5,moderate,acid,8.2
671,79,0-10,10.55684455,0.131096524,0.003273252,7.5,moderate,acid,8.2
672,80,0-10,19,,,7.5,high,alkaline,5.4
673,46,10-30,23,,,12.5,high,alkaline,6.5
674,46,10-30,23,,,12.5,high,alkaline,6.5
675,46,10-30,23,,,12.5,high,alkaline,6.5
676,46,10-30,23,,,12.5,high,alkaline,6.5
677,81,0-10,18.75266821,,,10,high,alkaline,6.3
678,81,0-10,18.75266821,,,10,high,alkaline,6.3
679,81,0-10,18.75266821,,,10,high,alkaline,6.3
680,81,0-10,18.75266821,,,10,high,acid,6.3
681,81,0-10,18.75266821,,,10,high,acid,6.3
682,81,0-10,18.75266821,,,10,high,neutral,6.3
683,81,0-10,18.75266821,,,10,high,acid,6.3
684,81,0-10,18.75266821,,,10,high,acid,6.3
685,81,0-10,18.75266821,,,10,high,acid,6.3
686,81,0-10,18.75266821,,,10,high,acid,6.3
687,81,0-10,18.75266821,,,10,high,acid,6.3
688,81,0-10,18.75266821,,,10,high,acid,6.3
689,81,0-10,18.75266821,,,10,high,alkaline,6.3
690,81,0-10,18.75266821,,,10,high,alkaline,6.3
691,81,0-10,18.75266821,,,10,high,alkaline,6.3
692,81,0-10,18.75266821,,,10,high,acid,6.3
693,81,0-10,18.75266821,,,10,high,acid,6.3
694,81,0-10,18.75266821,,,10,high,acid,6.3
695,81,0-10,18.75266821,,,10,high,acid,6.3
696,81,0-10,18.75266821,,,10,high,acid,6.3
697,81,0-10,18.75266821,,,10,high,acid,6.3
698,81,0-10,18.75266821,,,10,high,acid,6.3
699,81,0-10,18.75266821,,,10,high,acid,6.3
700,81,0-10,18.75266821,,,10,high,acid,6.3
701,81,0-10,18.75266821,,,10,high,acid,6.3
702,81,0-10,18.75266821,,,10,high,acid,6.3
703,81,0-10,18.75266821,,,10,high,acid,6.3
704,81,0-10,18.75266821,,,10,high,acid,6.3
705,81,0-10,18.75266821,,,10,high,acid,6.3
706,81,0-10,18.75266821,,,10,high,acid,6.3
707,81,0-10,18.75266821,,,10,high,acid,6.3
708,81,0-10,18.75266821,,,10,high,acid,6.3
709,81,0-10,18.75266821,,,10,high,acid,6.3
710,81,0-10,18.75266821,,,10,high,neutral,6.3
711,81,0-10,18.75266821,,,10,high,neutral,6.3
712,81,0-10,18.75266821,,,10,high,neutral,6.3
713,81,0-10,18.75266821,,,10,high,neutral,6.3
714,81,0-10,18.75266821,,,10,high,neutral,6.3
715,81,0-10,18.75266821,,,10,high,neutral,6.3
716,81,0-10,18.75266821,,,10,high,neutral,6.3
717,82,10-30,33.7,0.054243231,0.00063381,15,high,neutral,6.5
718,82,10-30,33.7,0.07720875,0.000731045,15,high,acid,6.5
719,82,10-30,33.7,0.059514128,0.000912417,15,high,acid,6.5
720,82,10-30,33.7,0.134415436,0.000907278,15,high,neutral,6.5
721,82,10-30,33.7,0.078324199,0.000340258,15,high,neutral,6.5
722,82,10-30,33.7,0.133531393,0.000290871,15,high,neutral,6.5
723,82,10-30,33.7,0.070826053,0.000182895,15,high,neutral,6.5
724,82,10-30,33.7,0.124893274,0.000168888,15,high,acid,6.5
725,82,10-30,33.7,0.092709398,0.00017524,15,high,acid,6.5
726,82,10-30,33.7,0.157247919,0.000129638,15,high,acid,6.5
727,82,10-30,33.7,0.081362404,0.000161977,15,high,acid,6.5
728,82,10-30,33.7,0.122065697,0.000155073,15,high,acid,6.5
729,82,10-30,33.7,0.102057193,0.00016999,15,high,acid,6.5
730,82,10-30,33.7,0.155365747,0.000199632,15,high,acid,6.5
731,82,10-30,33.7,0.077386664,0.00020272,15,high,acid,6.5
732,82,10-30,33.7,0.142891835,0.000175646,15,high,acid,6.5
733,82,10-30,33.7,0.091916511,0.000194695,15,high,acid,6.5
734,82,10-30,33.7,0.147026874,0.00015149,15,high,acid,6.5
735,83,0-10,5.39443155,1.005521865,0.004568255,1.25,low,neutral,8.62
736,83,0-10,5.39443155,1.136764054,0.038167474,1.25,low,neutral,8.62
737,83,0-10,5.39443155,0.16507975,0.002666444,3.75,low,neutral,8.62
738,83,0-10,5.39443155,0.261706586,0.010309663,3.75,low,neutral,8.62
739,83,0-10,5.39443155,0.120836473,0.00408762,10,low,acid,8.62
740,83,0-10,5.39443155,0.160682381,0.010415302,10,low,neutral,8.62
741,83,10-30,5.39443155,0.050430854,0.006435899,20,low,neutral,8.62
742,83,10-30,5.39443155,-0.109199292,0.008084645,20,low,neutral,8.62
743,84,0-10,7.5,,,5,low,neutral,4.786
744,84,0-10,7.5,,,5,low,neutral,4.786
745,84,0-10,7.5,,,5,low,neutral,4.786
746,84,0-10,7.5,,,5,low,neutral,4.786
747,84,0-10,7.5,,,5,low,neutral,4.786
748,84,0-10,7.5,,,5,low,neutral,4.786
749,84,0-10,7.5,,,5,low,neutral,4.786
750,84,0-10,7.5,,,5,low,neutral,4.786
751,84,0-10,7.5,,,5,low,neutral,4.786
752,84,0-10,7.5,,,5,low,neutral,4.786
753,84,0-10,7.5,,,5,low,neutral,4.786
754,84,0-10,7.5,,,5,low,neutral,4.786
755,85,0-10,8.32,,,5,low,neutral,8.11
756,85,0-10,8.32,,,5,low,neutral,8.11
757,85,0-10,8.32,,,5,low,neutral,8.11
758,85,10-30,8.32,,,15,low,neutral,8.11
759,85,10-30,8.32,,,15,low,neutral,8.11
760,85,10-30,8.32,,,15,low,neutral,8.11
761,87,0-10,22,,,5,high,acid,6.348
762,87,0-10,22,,,5,high,acid,6.348
763,87,0-10,22,,,5,high,acid,6.348
764,87,0-10,22,,,5,high,acid,6.348
765,87,0-10,22,,,5,high,acid,6.348
766,87,0-10,22,,,5,high,acid,6.348
767,85,0-10,7.54060325,0.096119132,0.004364336,10,low,neutral,8.11
768,85,0-10,7.54060325,0.079814423,0.004364336,10,low,neutral,8.11
769,85,0-10,7.54060325,0.104172867,0.004364336,10,low,neutral,8.11
770,85,10-30,7.54060325,0.056014642,0.004364336,30,low,neutral,8.11
771,85,10-30,7.54060325,0.094187215,0.004364336,30,low,neutral,8.11
772,85,10-30,7.54060325,0.008196767,0.004364336,30,low,neutral,8.11
773,88,0-10,13.1,,,7.5,moderate,acid,6.9
774,88,0-10,13.1,,,7.5,moderate,neutral,6.9
775,88,0-10,13.1,,,7.5,moderate,neutral,6.9
776,88,0-10,13.1,,,7.5,moderate,neutral,6.9
777,89,0-10,19.70580046,0.041480601,0.003273252,2.5,high,acid,6.3
778,89,0-10,19.70580046,0.111225635,0.003273252,2.5,high,neutral,6.3
779,89,0-10,19.70580046,-0.048202102,0.003273252,2.5,high,neutral,6.3
780,89,0-10,19.70580046,0.015178342,0.003273252,2.5,high,acid,6.3
781,89,0-10,19.70580046,0.036955707,0.003273252,2.5,high,acid,6.3
782,89,0-10,19.70580046,-0.037152266,0.003273252,2.5,high,acid,6.3
783,89,0-10,19.70580046,-0.002355714,0.003273252,2.5,high,acid,6.3
784,89,0-10,19.70580046,-0.03471324,0.003273252,2.5,high,acid,6.3
785,89,0-10,20.63748389,-0.080665373,0.003273252,7.5,high,acid,6.3
786,89,0-10,20.63748389,0.058920529,0.003273252,7.5,high,neutral,6.3
787,89,0-10,20.63748389,-0.070594794,0.003273252,7.5,high,neutral,6.3
788,89,0-10,20.63748389,-0.081678031,0.003273252,7.5,high,neutral,6.3
789,89,0-10,20.63748389,-0.009380932,0.003273252,7.5,high,neutral,6.3
790,89,0-10,20.63748389,-0.014104606,0.003273252,7.5,high,neutral,6.3
791,89,0-10,20.63748389,-0.051735674,0.003273252,7.5,high,neutral,6.3
792,89,0-10,20.63748389,-0.019802627,0.003273252,7.5,high,neutral,6.3
793,89,10-30,19.94653261,-0.019991146,0.003273252,15,high,neutral,6.3
794,89,10-30,19.94653261,-0.003304228,0.003273252,15,high,neutral,6.3
795,89,10-30,19.94653261,-0.104209226,0.003273252,15,high,acid,6.3
796,89,10-30,19.94653261,-0.083504552,0.003273252,15,high,neutral,6.3
797,89,10-30,19.94653261,-0.039409232,0.003273252,15,high,neutral,6.3
798,89,10-30,19.94653261,-0.097952688,0.003273252,15,high,neutral,6.3
799,89,10-30,19.94653261,-0.007568626,0.003273252,15,high,neutral,6.3
800,89,10-30,19.94653261,-0.041863221,0.003273252,15,high,neutral,6.3
801,89,10-30,19.4,-0.032697389,0.003273252,25,high,neutral,6.28
802,89,10-30,19.4,-0.00556175,0.003273252,25,high,neutral,6.28
803,89,10-30,19.4,0.043414305,0.003273252,25,high,neutral,6.28
804,89,10-30,19.4,0.038089479,0.003273252,25,high,neutral,6.28
805,89,10-30,19.4,0.062352273,0.003273252,25,high,acid,6.28
806,89,10-30,19.4,0.002769318,0.003273252,25,high,acid,6.28
807,89,10-30,19.4,0.014864023,0.003273252,25,high,acid,6.28
808,89,10-30,19.4,0.087565854,0.003273252,25,high,acid,6.28
809,89,30-60,18.7999536,0.043072182,0.003273252,37.5,high,acid,6.09
810,89,30-60,18.7999536,0.117309663,0.003273252,37.5,high,acid,6.09
811,89,30-60,18.7999536,0.073431657,0.003273252,37.5,high,acid,6.09
812,89,30-60,18.7999536,0.105029178,0.003273252,37.5,high,acid,6.09
813,89,30-60,18.7999536,0.080879665,0.003273252,37.5,high,acid,6.09
814,89,30-60,18.7999536,0.118571493,0.003273252,37.5,high,acid,6.09
815,89,30-60,18.7999536,0.055684962,0.003273252,37.5,high,acid,6.09
816,89,30-60,18.7999536,-0.065517072,0.003273252,37.5,high,acid,6.09
817,89,30-60,20.34106729,0.030742094,0.003273252,52.5,high,acid,6.01
818,89,30-60,20.34106729,0.183540326,0.003273252,52.5,high,acid,6.01
819,89,30-60,20.34106729,0.157628944,0.003273252,52.5,high,acid,6.01
820,89,30-60,20.34106729,0.011639317,0.003273252,52.5,high,neutral,6.01
821,89,30-60,20.34106729,-0.046427105,0.003273252,52.5,high,neutral,6.01
822,89,30-60,20.34106729,0.008258488,0.003273252,52.5,high,acid,6.01
823,89,30-60,20.34106729,0.0135661,0.003273252,52.5,high,neutral,6.01
824,89,30-60,20.34106729,-0.068122171,0.003273252,52.5,high,neutral,6.01
825,89,0-10,18.64667646,,,10,high,neutral,6.3
826,89,0-10,18.64667646,,,10,high,neutral,6.3
827,89,0-10,18.64667646,,,10,high,neutral,6.3
828,89,0-10,18.64667646,,,10,high,neutral,6.3
829,89,0-10,18.64667646,,,10,high,neutral,6.3
830,89,0-10,18.64667646,,,10,high,neutral,6.3
831,89,0-10,18.64667646,,,10,high,acid,6.3
832,89,0-10,18.64667646,,,10,high,acid,6.3
833,89,0-10,18.64667646,,,10,high,acid,6.3
834,89,0-10,18.64667646,,,10,high,neutral,6.3
835,89,0-10,18.64667646,,,10,high,neutral,6.3
836,89,0-10,18.64667646,,,10,high,neutral,6.3
837,89,0-10,18.64667646,,,10,high,neutral,6.3
838,89,0-10,18.64667646,,,10,high,neutral,6.3
839,89,0-10,18.64667646,,,10,high,neutral,6.3
840,89,0-10,18.64667646,,,10,high,neutral,6.3
841,89,0-10,18.64667646,,,10,high,neutral,6.3
842,89,0-10,18.64667646,,,10,high,acid,6.3
843,89,0-10,18.64667646,,,10,high,acid,6.3
844,89,0-10,18.64667646,,,10,high,acid,6.3
845,89,0-10,18.64667646,,,10,high,acid,6.3
846,89,0-10,18.64667646,,,10,high,acid,6.3
847,89,0-10,18.64667646,,,10,high,acid,6.3
848,89,0-10,18.64667646,,,10,high,neutral,6.3
849,90,10-30,11.89379583,,,15,moderate,neutral,7.18
850,90,10-30,11.89379583,,,15,moderate,acid,7.18
851,90,10-30,11.89379583,,,15,moderate,acid,7.18
852,90,10-30,11.89379583,,,15,moderate,acid,7.18
853,90,10-30,11.89379583,,,15,moderate,acid,7.18
854,90,10-30,11.89379583,,,15,moderate,neutral,7.18
855,90,10-30,11.89379583,,,15,moderate,neutral,7.18
856,90,10-30,11.89379583,,,15,moderate,neutral,7.18
857,90,10-30,11.89379583,,,15,moderate,neutral,7.18
858,90,10-30,11.89379583,,,15,moderate,acid,7.18
859,90,10-30,11.89379583,,,15,moderate,acid,7.18
860,90,10-30,11.89379583,,,15,moderate,acid,7.18
861,91,0-10,12.0137819,0.055741983,0.004364336,7.5,moderate,acid,7.682
862,91,0-10,12.0137819,0.01892801,0.004364336,7.5,moderate,neutral,7.682
863,91,0-10,12.0137819,0.055741983,0.004364336,7.5,moderate,neutral,7.682
864,91,0-10,12.0137819,0.006349228,0.004364336,7.5,moderate,neutral,7.682
865,91,0-10,12.0137819,-0.019293203,0.004364336,7.5,moderate,neutral,7.682
